did,handle,display_name,avatar,associated_chat_allow_incoming,associated_activity_subscription_allowsubscriptions,viewer_muted,viewer_blocked_by,labels_src,labels_uri,labels_cid,labels_val,labels_cts,created_at,description,indexed_at,uri,original_uri,verification_verifications_issuer,verification_verifications_uri,verification_verifications_is_valid,verification_verifications_created_at,verification_verified_status,verification_trusted_verifierstatus,viewer_following,viewer_followed_by,labels_ver,labels_cts_..9,labels_src_..10,labels_uri_..11,labels_val_..12,labels_src_..14,labels_uri_..15,labels_val_..17,labels_cts_..18,labels_src_..22,labels_uri_..23,labels_val_..24,labels_cts_..25
did:plc:fw54bretcmizoti3u7q3pwin,stephencward.com,Stíofán Mhac an Bhaird (Stephen Ward),https://cdn.bsky.app/img/avatar/plain/did:plc:fw54bretcmizoti3u7q3pwin/bafkreicaejwhumxgxq7d376ccgbpnqtvnhtxbo6f27gk7rqc4ljbcdbtbm@jpeg,following,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-06-23T10:35:28.186Z,"Comic-loving bookworm. Scribbler of words and images.  (cis,he/him)

Website: https://stephencward.com

Avatar by Debbie Jenkinson",2025-10-22T12:30:24.616Z,at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m5w42bnuvc2f,at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m5w42bnuvc2f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:5w6wsgreba7j77zfbiuikqut,krismeana.bsky.social,Post Punk-y Brewster,https://cdn.bsky.app/img/avatar/plain/did:plc:5w6wsgreba7j77zfbiuikqut/bafkreierasqwhjldp5wcklnqpw374ng3myrzynswdfcnu5cm6nic5avmyi@jpeg,none,none,FALSE,FALSE,did:plc:5w6wsgreba7j77zfbiuikqut,at://did:plc:5w6wsgreba7j77zfbiuikqut/app.bsky.actor.profile/self,bafyreicd5m3p2ga3vcknztnavwi2mocwojhmlma3a5hy22vkxwsbqfmf7y,!no-unauthenticated,2024-11-18T22:09:35.281Z,2024-11-18T22:13:59.339Z,they/them. somewhere writing.,2025-11-18T03:40:47.916Z,at://did:plc:yhzo3gusmbic6x6uc6dok3hu/app.bsky.feed.post/3m5w3vepe6s27,at://did:plc:yhzo3gusmbic6x6uc6dok3hu/app.bsky.feed.post/3m5w3vepe6s27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:mtotuew3ngc2gtmqocg6uadl,uilliammac.bsky.social,Uilliam Mac G ᚒᚔᚂᚂᚔᚐᚋ,https://cdn.bsky.app/img/avatar/plain/did:plc:mtotuew3ngc2gtmqocg6uadl/bafkreiekizn7f7chlq7cawcln3s4ehaizyngtjcq2iocwq47gv3mozght4@jpeg,following,followers,FALSE,FALSE,did:plc:mtotuew3ngc2gtmqocg6uadl,at://did:plc:mtotuew3ngc2gtmqocg6uadl/app.bsky.actor.profile/self,bafyreihgbycz7advsl2kgnv7qmkovwdyu7pg23sn44v6fvl7tmmlh5l2au,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-07-28T18:09:22.349Z,"Shatnerologist
Daon-Phoblacht Corcaí 🇮🇪 

Scrap the 27th Amendment
https://www.thejournal.ie/children-face-deportation-4295689-Oct2018

Big list of Irish Bskyers (click on 'People')
https://bsky.app/profile/uilliammac.bsky.social/lists/3kdkem5ypxi2s",2025-11-01T20:34:29.616Z,at://did:plc:5cinc2kkxopkaxznsvl7ba5v/app.bsky.feed.post/3m5vyoshins2z,at://did:plc:5cinc2kkxopkaxznsvl7ba5v/app.bsky.feed.post/3m5vyoshins2z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:hlm37p4z44fo5k4te2ofxeik,brendannadnerb.bsky.social,Brendan C 🇮🇪🏳️‍🌈,https://cdn.bsky.app/img/avatar/plain/did:plc:hlm37p4z44fo5k4te2ofxeik/bafkreihpllyphc2o5xbt6i3f7jd5sw2jhguquj4z3fktxqixzwolgn66ga@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2025-07-26T01:24:10.263Z,"Irish. 30-something.
Mostly interested in music, books, cute animals. Occasionally political and opinionated.",2025-11-02T21:13:44.717Z,at://did:plc:5cinc2kkxopkaxznsvl7ba5v/app.bsky.feed.post/3m5vyoshins2z,at://did:plc:5cinc2kkxopkaxznsvl7ba5v/app.bsky.feed.post/3m5vyoshins2z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:43pp7we7dk4pmibe4ahfdhzi,ealadubh.bsky.social,Emma Rua ,https://cdn.bsky.app/img/avatar/plain/did:plc:43pp7we7dk4pmibe4ahfdhzi/bafkreif6tsii5cbjkhyuz6pdmolzc6qiufmdqz4plz5i2nivsptcqj2ao4@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-02-10T04:57:34.179Z,"Finally flying in the mythical sky so bluee🦋
Éireannach 🇮🇪  Foghlaimím Gaeilge 💚
Saoirse don Phalaistín 🇵🇸 
Iníon na Teamhrach
The Land & all our relations are Sacred
(Pp is Scout) ",2024-12-16T18:48:58.214Z,at://did:plc:5cinc2kkxopkaxznsvl7ba5v/app.bsky.feed.post/3m5vyoshins2z,at://did:plc:5cinc2kkxopkaxznsvl7ba5v/app.bsky.feed.post/3m5vyoshins2z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:etzl2cq3lwxobxvnpn6pe4dl,shibh.bsky.social,Siobhán Freya,https://cdn.bsky.app/img/avatar/plain/did:plc:etzl2cq3lwxobxvnpn6pe4dl/bafkreibap3kofga2h7nrr5t355xrkr3ms26hqiyg7ar7hsouwbmq65qqru@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-02-12T07:54:18.566Z,"Transwoman in UK looking to the skies but temporarily grounded Will continue to flap wings and offer a sympathetic ear. Specialist in Tsundoku 
Dum spiro spero",2025-01-11T05:47:05.913Z,at://did:plc:wk4vbtn77njhk4mlohgewj2m/app.bsky.feed.post/3m5vukzrf2k2u,at://did:plc:wk4vbtn77njhk4mlohgewj2m/app.bsky.feed.post/3m5vukzrf2k2u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:q2rqvvnxqbutfuh4o6s3thsj,macko-99.bsky.social,The Mackrel of Knowledge,https://cdn.bsky.app/img/avatar/plain/did:plc:q2rqvvnxqbutfuh4o6s3thsj/bafkreibsgdhjq4kxtvortkt4shyocxvt4o6c3mruzogxv34xd4ligicey4@jpeg,following,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-08-19T16:17:11.720Z,"""Laugh Hard, Run Fast, Be Kind.""

He/They. 31 Years Old. 🇮🇪

Just someone who likes to talk about cool stuff, to me anyway.

Mild NSFW, Anti-AI",2025-09-22T15:07:34.863Z,at://did:plc:wk4vbtn77njhk4mlohgewj2m/app.bsky.feed.post/3m5vrumswj22u,at://did:plc:wk4vbtn77njhk4mlohgewj2m/app.bsky.feed.post/3m5vrumswj22u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:j2wnnsrxlcesmgggtmpfou7c,dochasisgra.bsky.social,dóchas is grá,https://cdn.bsky.app/img/avatar/plain/did:plc:j2wnnsrxlcesmgggtmpfou7c/bafkreidt7dqh4ad6tl2vidweb6co3gqopvelfeebhfb6cjcxduq3e6tj5m@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-11-13T08:07:41.116Z,"She/her, Irish, 2 kids, 3 cats, 1 dog; many books, unfinished knitting projects, dreams and good intentions; insufficient dopamine receptors. 🏳️‍🌈🏳️‍⚧️🇵🇸",2025-06-07T19:12:46.707Z,at://did:plc:ofmkl4k2ybutv5b3xpmuq36h/app.bsky.feed.post/3m5vpz6wmac2x,at://did:plc:ofmkl4k2ybutv5b3xpmuq36h/app.bsky.feed.post/3m5vpz6wmac2x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:o6r25j7gta3mqqiojwbo737f,eils1.bsky.social,Eils_G 📎,https://cdn.bsky.app/img/avatar/plain/did:plc:o6r25j7gta3mqqiojwbo737f/bafkreiamksix5om375dc2sg2qkm3dgwns62qcq6mx4evta3nzdregvrxjm@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-12-11T18:11:55.286Z,"Somewhere over the rainbow 📎
Skies are blue
And the dreams that you dare to dream really do come true.....   
She/Her
Donegal, Ireland",2025-03-04T18:18:53.713Z,at://did:plc:j2wnnsrxlcesmgggtmpfou7c/app.bsky.feed.post/3m5vokydm5s2w,at://did:plc:j2wnnsrxlcesmgggtmpfou7c/app.bsky.feed.post/3m5vokydm5s2w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:lrp75lcp4mne6q4ocxwuinkq,jogil.bsky.social,Jo Ní Ghiolla Shúiligh,https://cdn.bsky.app/img/avatar/plain/did:plc:lrp75lcp4mne6q4ocxwuinkq/bafkreid5xpfaqv44csvnuhyqsyv54y6ahja3d6ubp6z54sixzpz45f72cq@jpeg,following,followers,FALSE,FALSE,did:plc:lrp75lcp4mne6q4ocxwuinkq,at://did:plc:lrp75lcp4mne6q4ocxwuinkq/app.bsky.actor.profile/self,bafyreigucq6ag7p5qjr3xhtsu2vtyzqzouxvery75fgzq3pyvielp7fmcu,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-10-13T19:15:37.805Z,"Psychotherapist | listener | animal lover | lesbian | queer feminist

#SpeirGorm

She/They 🏳️‍🌈",2025-11-23T23:28:38.389Z,at://did:plc:fkorj7epx4zpmdxx7d6m7qgc/app.bsky.feed.post/3m5vo3noasc2b,at://did:plc:fkorj7epx4zpmdxx7d6m7qgc/app.bsky.feed.post/3m5vo3noasc2b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:wg5sefmf4r7u3veskf7c7qpw,sarklor.bsky.social,Ciaránavirus,https://cdn.bsky.app/img/avatar/plain/did:plc:wg5sefmf4r7u3veskf7c7qpw/bafkreic2htcrwujwschudcck56stdnrivgfmuxiu4xnrhp44zdsztcdwca@jpeg,all,none,FALSE,FALSE,NA,NA,NA,NA,NA,2023-05-30T12:17:26.741Z,"Depressed goblin nightmare boy.

Occasional freelance writer: Warhammer 40K: Wrath & Glory, Imperium Maledictum, Warhammer Fantasy RolePlay. I am also a 2019 Hugo Award Attendee. He/Him etc.
https://ko-fi.com/sarklor
https://www.sarklor.ie/",2025-05-06T15:44:19.644Z,at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5vntnarm225,at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5vntnarm225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:nkgh3rvwovyoveqco6xr5zdz,ritawild.bsky.social,Rita Wild,https://cdn.bsky.app/img/avatar/plain/did:plc:nkgh3rvwovyoveqco6xr5zdz/bafkreib5ijkqvf7qc7v7xpvhstoighwahmrk5rebyi3nxjy57pjixykyei@jpeg,NA,followers,FALSE,FALSE,did:plc:nkgh3rvwovyoveqco6xr5zdz,at://did:plc:nkgh3rvwovyoveqco6xr5zdz/app.bsky.actor.profile/self,bafyreiczuakfzajvphw7lf24rtpkga5gzyunbgj7ktkitcpkcun3mery6m,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-08-09T18:19:59.378Z,"More justice and more peace. Loves a beautiful view.

Ar scáth a chéile a mhaireann na daoine.

“In the shelter/shadow of each other the people live.”

Clean the Air, wear a mask.  ",2024-11-14T14:16:44.359Z,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m5vmp5dtz22y,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m5vmp5dtz22y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:tfm2zttwrmatbaq2m5sofg6t,moragfriel.bsky.social,Morag Friel,https://cdn.bsky.app/img/avatar/plain/did:plc:tfm2zttwrmatbaq2m5sofg6t/bafkreiewj4ejgl35vh47x2bd2slww4stk52upuhqeilwb6lfrnbonp7jnq@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2025-01-31T22:20:54.114Z,"She/her
Loves swearing + outdoor socialising
Hates fash of any kind
Proudly pro LGBTQI+, pro 🇵🇸 + pro anything that opposes people fucking up the planet
12 months into Long Covid; it sucks
Wd like to see more non-US politics posts on Bsky
#spéirgorm",2025-09-29T20:32:21.111Z,at://did:plc:p3ajfs5yqzh6anrao6r73nho/app.bsky.feed.post/3m5vlqu5qtk23,at://did:plc:p3ajfs5yqzh6anrao6r73nho/app.bsky.feed.post/3m5vlqu5qtk23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:j2wnnsrxlcesmgggtmpfou7c,dochasisgra.bsky.social,dóchas is grá,https://cdn.bsky.app/img/avatar/plain/did:plc:j2wnnsrxlcesmgggtmpfou7c/bafkreidt7dqh4ad6tl2vidweb6co3gqopvelfeebhfb6cjcxduq3e6tj5m@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-11-13T08:07:41.116Z,"She/her, Irish, 2 kids, 3 cats, 1 dog; many books, unfinished knitting projects, dreams and good intentions; insufficient dopamine receptors. 🏳️‍🌈🏳️‍⚧️🇵🇸",2025-06-07T19:12:46.707Z,at://did:plc:p3ajfs5yqzh6anrao6r73nho/app.bsky.feed.post/3m5vlqu5qtk23,at://did:plc:p3ajfs5yqzh6anrao6r73nho/app.bsky.feed.post/3m5vlqu5qtk23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:6csq4nt7yowkwyiylro3uu2t,pepsffk.bsky.social,Oftentimes Jack 🇮🇪,https://cdn.bsky.app/img/avatar/plain/did:plc:6csq4nt7yowkwyiylro3uu2t/bafkreibmgwzzfk6rwmew7iuvnuuzedwqfato4bh7bhwp2wjuigfo6gnjki@jpeg,NA,followers,FALSE,FALSE,did:plc:6csq4nt7yowkwyiylro3uu2t,at://did:plc:6csq4nt7yowkwyiylro3uu2t/app.bsky.actor.profile/self,bafyreiawuwd44l25i3uu4pzl4xtcnnhpa3sdf6atallssfxaaak65vd7oa,!no-unauthenticated,2024-11-08T13:33:30.531Z,2024-11-08T13:33:31.813Z,"All I want is a world in which when I am gone I will be mourned by the bees.

هنا لمساعدة الفلسطينيين

""We are each other's harvest; we are each other's business; we are each other's magnitude and bond""

Trans Rights Are Non-Negotiable 🌈🫂",2025-11-16T22:02:07.516Z,at://did:plc:p3ajfs5yqzh6anrao6r73nho/app.bsky.feed.post/3m5vlqu5qtk23,at://did:plc:p3ajfs5yqzh6anrao6r73nho/app.bsky.feed.post/3m5vlqu5qtk23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:ubhohqs7p46y2yqjnaensiyo,billallen.bsky.social,Bill Allen,https://cdn.bsky.app/img/avatar/plain/did:plc:ubhohqs7p46y2yqjnaensiyo/bafkreiexluiz3l2ytbjsosxgo5ovmhteceozdba66t2lgawvmchahmjnde@jpeg,following,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-12-11T18:10:59.363Z,"Retired IT bod.  Deoraí  fm Tipperary.  Wildlife volunteer, sporadic allotmenteer Interested in Irish history . Like a ramble and a beer.  Living in Herts",2025-09-04T07:19:05.565Z,at://did:plc:223cpcieytdlbmzovhs2ypg2/app.bsky.feed.post/3m5vil3qjhc2c,at://did:plc:223cpcieytdlbmzovhs2ypg2/app.bsky.feed.post/3m5vil3qjhc2c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:fir7jyevgfaacy2zmfy6a7xj,louthforever.bsky.social,Louth For Ever 🦋,https://cdn.bsky.app/img/avatar/plain/did:plc:fir7jyevgfaacy2zmfy6a7xj/bafkreielmoxfclqaadmw3z3l4kgjaw67b2jjws5uaebeiccnw2ykxsky7u@jpeg,following,followers,FALSE,FALSE,did:plc:fir7jyevgfaacy2zmfy6a7xj,at://did:plc:fir7jyevgfaacy2zmfy6a7xj/app.bsky.actor.profile/self,bafyreibdjdakpctksvx6uuijaleo26n3qfo4darlhabmmflqdtudfbw7ci,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-09-22T06:21:50.881Z,"Sincerely Anonymous • Open mind • Robust disputation • Politics/History/Economics/Art/Sociology/Human rights • Gaeilge nó Béarla • Éire💡🕊️

 📕📖📚 Read the essays:
🔗 https://forlouth.medium.com",2025-11-08T13:06:29.217Z,at://did:plc:223cpcieytdlbmzovhs2ypg2/app.bsky.feed.post/3m5vil3qjhc2c,at://did:plc:223cpcieytdlbmzovhs2ypg2/app.bsky.feed.post/3m5vil3qjhc2c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:e2vdb3yylfvzgvlo3fi5mrkf,atticuspeirgorm.bsky.social,Atticus Flinch,https://cdn.bsky.app/img/avatar/plain/did:plc:e2vdb3yylfvzgvlo3fi5mrkf/bafkreid6vc7ytoznulcw2bpavmlbpcbrjfocklnwlrycvps4jten5f4fqa@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-11-30T12:26:28.408Z,"Fiat justitia ruat caelum

#Speirgorm  🇮🇪 Dublin Justice Politics anti-Corruption",2025-02-28T15:52:14.013Z,at://did:plc:223cpcieytdlbmzovhs2ypg2/app.bsky.feed.post/3m5vil3qjhc2c,at://did:plc:223cpcieytdlbmzovhs2ypg2/app.bsky.feed.post/3m5vil3qjhc2c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:umwcuaofjvxsnl2dq6rzjbwl,queen-crafty.bsky.social,Teresa Collins,https://cdn.bsky.app/img/avatar/plain/did:plc:umwcuaofjvxsnl2dq6rzjbwl/bafkreidhp6vhrbii5xst3lhzwa6pk7wt7i5fvaac5znswxoy5srwqrhgn4@jpeg,NA,followers,FALSE,FALSE,did:plc:umwcuaofjvxsnl2dq6rzjbwl,at://did:plc:umwcuaofjvxsnl2dq6rzjbwl/app.bsky.actor.profile/self,bafyreidalfm2h7itpxp2ljr3gkhglt5gplmiekz6xht5evml63kasryiwu,!no-unauthenticated,2025-01-20T22:30:23.642Z,2025-01-20T22:30:24.513Z,"She/Her Dreamer of dreams, socialist and sociable. Nature, crochet, rewilding, history and animals hold my interest. Former migrant, now back in Ireland.  
Truth is the daughter of time.",2025-09-06T15:23:04.263Z,at://did:plc:eweyharmeuf3er35ejhbjp4o/app.bsky.feed.post/3m5vhpix3z22f,at://did:plc:eweyharmeuf3er35ejhbjp4o/app.bsky.feed.post/3m5vhpix3z22f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:tjj7toux5q6m2v7x2unyhznh,judesherry.bsky.social,Jude Sherry,https://cdn.bsky.app/img/avatar/plain/did:plc:tjj7toux5q6m2v7x2unyhznh/bafkreibcoekv65qh5krdw3b6dgn6mj6mtvrcnhv6dsutaya3qi62alvhku@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-11-21T19:56:57.834Z,"#DerelictIreland 
Artist Activist Designer",2025-10-28T13:41:52.516Z,at://did:plc:eweyharmeuf3er35ejhbjp4o/app.bsky.feed.post/3m5vhpix3z22f,at://did:plc:eweyharmeuf3er35ejhbjp4o/app.bsky.feed.post/3m5vhpix3z22f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:siclj5jstt2xodsn7epgnqld,robosullivan.bsky.social,Rob,https://cdn.bsky.app/img/avatar/plain/did:plc:siclj5jstt2xodsn7epgnqld/bafkreicvdntd54444jdiuznyjijvioiqud6mdts66sjpboauqfdoc6plda@jpeg,following,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-05-21T08:38:21.870Z,"Science Communicator. Lefty. Irish. 

Hobbies: Wild food, gardening, playing music. Star Trek nerd. 

I won't follow back if you're not using alt text on images.

I can't share every fundraiser I'm tagged in but I'll do my best to share what I can",2025-07-16T06:58:08.097Z,at://did:plc:eweyharmeuf3er35ejhbjp4o/app.bsky.feed.post/3m5vhpix3z22f,at://did:plc:eweyharmeuf3er35ejhbjp4o/app.bsky.feed.post/3m5vhpix3z22f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:e2vdb3yylfvzgvlo3fi5mrkf,atticuspeirgorm.bsky.social,Atticus Flinch,https://cdn.bsky.app/img/avatar/plain/did:plc:e2vdb3yylfvzgvlo3fi5mrkf/bafkreid6vc7ytoznulcw2bpavmlbpcbrjfocklnwlrycvps4jten5f4fqa@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-11-30T12:26:28.408Z,"Fiat justitia ruat caelum

#Speirgorm  🇮🇪 Dublin Justice Politics anti-Corruption",2025-02-28T15:52:14.013Z,at://did:plc:eweyharmeuf3er35ejhbjp4o/app.bsky.feed.post/3m5vhpix3z22f,at://did:plc:eweyharmeuf3er35ejhbjp4o/app.bsky.feed.post/3m5vhpix3z22f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:tjj7toux5q6m2v7x2unyhznh,judesherry.bsky.social,Jude Sherry,https://cdn.bsky.app/img/avatar/plain/did:plc:tjj7toux5q6m2v7x2unyhznh/bafkreibcoekv65qh5krdw3b6dgn6mj6mtvrcnhv6dsutaya3qi62alvhku@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-11-21T19:56:57.834Z,"#DerelictIreland 
Artist Activist Designer",2025-10-28T13:41:52.516Z,at://did:plc:tjj7toux5q6m2v7x2unyhznh/app.bsky.feed.post/3m5vhnpd56c26,at://did:plc:tjj7toux5q6m2v7x2unyhznh/app.bsky.feed.post/3m5vhnpd56c26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:nigs7kco6eoaxc5aiimsaxc3,helendublin.bsky.social,H 🇵🇸 ☘️,https://cdn.bsky.app/img/avatar/plain/did:plc:nigs7kco6eoaxc5aiimsaxc3/bafkreiaj7z2yu2lzryk5qzdp44e3ixs7tlx3g6afgiigokyx7zqy4oa4wm@jpeg,following,followers,FALSE,FALSE,did:plc:nigs7kco6eoaxc5aiimsaxc3,at://did:plc:nigs7kco6eoaxc5aiimsaxc3/app.bsky.actor.profile/self,bafyreifrigxfqszuaydc3e6q7tciqkcp22wiloes2erpght76iq32hpaki,!no-unauthenticated,2024-11-17T00:00:05.523Z,2024-11-17T00:00:06.361Z,"Policy ⚖️ sociology. Climate, housing, health, disability, animal, human rights. Music 🎶 Pro-abortion. INFJ. Sweary 💅 Tea 🇵🇸 🏳️‍⚧️ 🏳️‍🌈 fuck Israel. Everyone should have a home!",2025-11-27T16:22:34.493Z,at://did:plc:tjj7toux5q6m2v7x2unyhznh/app.bsky.feed.post/3m5vhnpd56c26,at://did:plc:tjj7toux5q6m2v7x2unyhznh/app.bsky.feed.post/3m5vhnpd56c26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:eweyharmeuf3er35ejhbjp4o,frankoconnor.bsky.social,Frank O'Connor ,https://cdn.bsky.app/img/avatar/plain/did:plc:eweyharmeuf3er35ejhbjp4o/bafkreifvl2t3cuhutlxbzfywyxxpltjsq3j3wkoklokfzmd5tqp7uwxxue@jpeg,following,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-10-01T20:47:29.321Z,"art - activism - design

outsider challenging cultural norms, driving system change

instigator #DerelictIreland movement
ecodesign pioneer

anois.org; ffud.art",2024-11-19T21:44:35.399Z,at://did:plc:tjj7toux5q6m2v7x2unyhznh/app.bsky.feed.post/3m5vhnpd56c26,at://did:plc:tjj7toux5q6m2v7x2unyhznh/app.bsky.feed.post/3m5vhnpd56c26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:vtt7sj2ssimz5ebsxbvkdxxt,nicolegratton.bsky.social,Nicole Gratton 🎨🖌️📷🇨🇦,https://cdn.bsky.app/img/avatar/plain/did:plc:vtt7sj2ssimz5ebsxbvkdxxt/bafkreiedwvztd7ctmdisenlqx7k4y2ghhsn56d5h7wa6wrb6zx7sgoborm@jpeg,NA,followers,FALSE,FALSE,did:plc:vtt7sj2ssimz5ebsxbvkdxxt,at://did:plc:vtt7sj2ssimz5ebsxbvkdxxt/app.bsky.actor.profile/self,bafyreibqfpyrefe4rh5liheapqpfn2u2bq3wb2zmmfpklxdzq6ykfc3rh4,!no-unauthenticated,2024-11-13T23:56:57.801Z,2024-11-13T23:56:58.506Z,"Ici principalement pour l’art, sous toutes ses formes / Here mostly for art, in all it’s forms",2025-09-07T18:32:40.563Z,at://did:plc:iecysrzsqba4uhev4v7r5py7/app.bsky.feed.post/3m5vheae5w22m,at://did:plc:iecysrzsqba4uhev4v7r5py7/app.bsky.feed.post/3m5vheae5w22m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:qjpmddmvbju7udpvanfmzbnq,pierpaolo.bsky.social,𝚙𝚒𝚎𝚛𝚙𝚊𝚘𝚕𝚘,https://cdn.bsky.app/img/avatar/plain/did:plc:qjpmddmvbju7udpvanfmzbnq/bafkreid4irtrd7azkg2tkyt3zchdoaqmmx5cz7rcsc5bhnhs3ekxvc7glu@jpeg,none,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-11-06T16:39:42.482Z,"𝙰𝚕𝚕 𝚙𝚒𝚌𝚜 𝚊𝚛𝚎 𝚖𝚒𝚗𝚎, 𝚎𝚡𝚌𝚎𝚙𝚝 𝚛𝚎𝚙𝚘𝚜𝚝𝚜
🇪🇺🇮🇹

more on @pierpaolo2.bsky.social",2025-11-27T20:11:48.889Z,at://did:plc:iecysrzsqba4uhev4v7r5py7/app.bsky.feed.post/3m5vheae5w22m,at://did:plc:iecysrzsqba4uhev4v7r5py7/app.bsky.feed.post/3m5vheae5w22m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
